,s_modulus,b_modulus,nsites,volume,density,epa,fepa,efermi,band_gap,is_metal
1103,24.4,81.367,36,419.8803873,4.125804352,-8.061857363,-1.710059792,1.39982975,0.0,1
1104,20.247,34.978,14,362.4873213,5.596876625,-3.767904214,-0.804081788,3.04472922,0.0318,0
1105,34.073,57.922,5,107.5215884,6.096468231,-5.643128568,-0.611678269,3.85427109,0.0,1
1106,38.28,51.233,6,121.6393756,3.672663031,-7.216559547,-1.459460126,4.14593236,0.0,1
1107,15.42,28.1,6,55.24521867,1.607825278,-4.722045828,-0.762723201,-0.58131084,4.9364,0
1108,93.54,193.633,12,145.3787341,9.363333402,-9.774607762,-3.736784204,2.2336902,4.0508,0
1109,7.093,12.156,12,166.9067752,2.884045869,-4.479865587,-0.583071344,0.62936739,3.6458,0
1110,8.18,30.533,8,132.971684,3.157349247,-5.002497878,-2.538156338,-2.31968061,3.2361,0
1111,1.727,51.611,6,132.7084973,7.316179093,-3.532330988,-0.191589364,2.4012673,0.3932,0
1112,47.787,57.444,16,138.7954189,1.382869838,-4.470395329,-0.583628654,0.50274726,2.0831,0
1113,33.28,51.3,14,292.4887929,3.782370365,-4.27266896,-0.863849657,3.55204516,0.0001,0
1114,36.467,60.178,4,87.078334,4.222575343,-5.711232268,-1.986130084,2.53417354,0.2584,0
1115,28.193,42.322,16,421.885685,4.403258249,-4.018332599,-1.105225211,1.45653217,2.0941,0
1116,16.073,25.489,64,1680.815401,4.043922804,-4.02213586,-0.778769197,1.24416745,1.1417,0
1117,60.693,195.989,36,459.9689447,3.459893087,-9.260742109,-3.331118963,1.31358721,1.7255,0
1118,36.727,71.211,70,1798.524323,5.26759669,-5.700046893,-1.895260184,2.18484901,0.8873,0
1119,7.673,21.556,4,72.57905519,1.947093197,-6.112272718,-1.277204894,-0.54177778,2.3354,0
1120,34.08,64.933,8,176.1966617,2.994917621,-4.568680413,-0.306202183,3.10581241,1.4982,0
1121,39.46,75.1,3,35.33847562,2.588778361,-5.43409028,-0.855816663,2.8298941,2.193,0
1122,56.94,122.2,3,45.52690743,6.387064875,-8.267320217,-4.003567939,7.92659175,0.0,1
1123,7.107,46.578,6,132.7084973,7.316179093,-3.532330988,-0.191589364,2.4012673,0.3932,0
1124,28.02,43.967,8,217.0267234,5.96634228,-3.973094386,-0.934385042,2.80017411,0.7066,0
1125,29.753,45.056,8,110.456624,4.257237555,-4.129014131,-0.665648506,2.38173076,0.5803,0
1126,56.213,40.222,24,383.8106137,3.735553628,-8.598185259,-3.121644902,-0.38750713,1.027,0
1127,36.58,55.133,4,90.01227489,6.126922528,-5.294118878,-1.92700272,2.31434152,1.6151,0
1128,48.393,70.689,32,311.782794,2.556246531,-6.90910492,-0.53935032,3.57768668,4.8555,0
1129,38.56,70.9,3,52.74651271,2.819589713,-6.982739333,0.238716362,-0.12754875,2.5202,0
1130,37.833,46.756,8,93.7583266,4.09820987,-5.443300086,-2.645591976,-2.41394838,1.2459,0
1131,53.553,96.956,72,936.0860126,4.983154876,-6.606986459,-2.703952146,3.4187676,1.8525,0
1132,109.547,138.911,48,440.5431151,6.010566438,-7.522639985,-2.85122735,1.05795981,4.4392,0
1133,23.9,39.167,7,171.6436792,5.023864674,-3.797190096,-0.779167098,1.28646831,1.3873,0
1134,83.607,133.711,18,253.3729712,5.019734284,-8.022397339,-1.137360693,7.729894,0.0,1
1135,5.4,9.4,10,122.8470696,2.379130408,-5.557790706,-2.182874434,-5.38132639,9.3354,0
1136,109.973,204.089,100,1180.458535,4.492010904,-9.014250257,-2.593159893,6.64160223,0.0,1
1137,58.333,100.856,3,32.1083105,3.22205005,-5.373510697,-3.565764702,6.00912315,5.6389,0
1138,47.84,147.333,10,180.6941948,10.36453196,-5.931400402,-0.255493323,8.46412552,0.0,1
1139,98.26,146.567,16,257.8812517,5.043841322,-6.478701598,-0.57764775,7.94880929,0.0,1
1140,51.127,81.244,11,218.4025682,7.149939393,-5.277220714,-0.726292038,5.13895075,0.0,1
1141,34.907,62.644,16,454.8674883,6.856775188,-5.41597286,-0.702245269,4.03504788,0.0,1
1142,31.84,60.567,14,440.9993866,6.995439846,-5.649068168,-1.147550062,5.4765608,0.0,1
1143,53.06,106.433,20,445.2518213,8.504162907,-6.29200707,-0.148011169,8.47011274,0.0,1
1144,82.707,125.544,12,202.199779,5.031603908,-7.41872328,-0.960621399,7.68736951,0.0,1
1145,1.74,4.3,10,137.1559286,1.695783244,-6.298561016,2.037933909,2.39475309,0.0,1
1146,147.8,293.867,3,37.52077465,9.023493673,-10.35279453,-0.046139296,8.5258746,0.0,1
1147,142.673,132.089,13,107.9943631,2.462374064,-4.2449227,-0.050614865,4.72214929,0.0,1
1148,65.773,264.456,12,205.7812345,17.78194432,-12.01183951,-0.396425046,6.57116935,0.0,1
1149,64.807,98.044,14,208.6126391,3.45185378,-4.693050521,-0.173697625,7.84935756,0.0,1
1150,7.86,12.3,5,73.70707885,2.344787441,-6.08872202,-3.47447524,-5.05552997,7.7594,0
1151,77.36,119.333,4,70.65314294,5.771725326,-7.183476973,-0.906171762,6.40644652,0.0,1
1152,55.307,115.711,4,67.50808145,4.195926818,-7.018487025,-0.160474055,6.23570683,0.0,1
1153,61.9,145.333,6,82.03257682,8.860295781,-5.88725299,-0.275781185,6.46727401,0.0,1
1154,22.507,49.278,5,105.0935308,5.791103315,-3.17977598,-0.419400471,3.54455883,0.0,1
1155,25.093,99.922,6,128.2972512,13.88065472,-3.459436098,-0.449618856,4.37720784,0.0,1
1156,24.673,296.789,8,110.2987699,18.20851826,-8.379553505,-0.394398363,10.00152093,0.0,1
1157,44.947,202.478,9,103.570039,6.774739608,-8.426316126,-0.513871762,8.4242468,0.0,1
1158,23.8,37.067,2,51.37108382,9.227030109,-1.627282275,-0.396033255,1.90906924,0.0,1
1159,90.62,233.433,2,29.00677175,14.42818181,-11.30400874,-1.490056273,12.23228116,0.0,1
1160,15.873,29.122,12,238.7619817,1.977861153,-4.610848353,-0.942922896,0.08750993,0.0,1
1161,78.033,218.156,6,92.89567309,15.03632425,-10.06699791,-0.2351006,6.40373286,0.0,1
1162,93.18,230.2,2,26.85324764,13.55470078,-7.250982695,-0.95897769,10.70749902,0.0,1
1163,18.58,51.667,4,105.2961314,12.17576655,-3.180932728,-0.250358842,6.2434372,0.0,1
1164,125.613,169.956,6,88.45215178,5.928140728,-7.739559885,-0.515474844,9.23522111,0.0,1
1165,194.52,307.533,8,82.49057965,8.595609664,-9.26475576,-0.50223482,9.71915682,0.0,1
1166,43.553,92.456,6,122.1704957,5.335858383,-6.205836782,-0.61126171,8.77943914,0.0,1
1167,29.073,46.489,8,187.7911413,4.683733354,-4.554035064,-0.55829629,4.54491356,0.0,1
1168,13.167,36.811,24,294.728627,2.478501486,-4.630741335,-0.892107096,1.1910894,0.0,1
1169,29.733,50.756,5,118.22685,3.444669668,-3.621437192,-0.24118154,5.12808595,0.0,1
1170,80.16,184.6,4,67.58766111,18.48819582,-6.737716335,-1.042436643,6.40463755,0.0,1
1171,58.58,80.167,3,62.57742694,6.059488004,-4.837987897,-0.663766844,3.8394883,0.0,1
1172,80.227,262.911,6,54.82899441,7.420077584,-8.180638175,-0.307493445,6.65516448,0.0,1
1173,13.6,181.267,2,26.96136204,9.777377222,-7.88612943,0.03103511,5.76305781,0.0,1
1174,54.08,85.733,2,57.82277694,10.32798977,-6.589930355,-1.311348283,9.25779967,0.0,1
1175,65.373,90.889,8,174.5486935,7.116382622,-5.818928388,-0.789086322,5.39169897,0.0,1
1176,25.16,130.733,6,96.63893526,9.506289504,-7.273843268,-0.099692838,4.40758587,0.0,1
1177,34.82,70.233,14,385.006414,8.757839051,-5.474058363,-1.07203678,5.80393834,0.0,1
1178,128.66,176.733,7,70.4236579,4.93061584,-6.881678186,-0.47532132,6.98005805,0.0,1
1179,91.48,229.567,8,138.2742498,11.26324487,-10.62449404,-0.241673401,5.56263098,0.0,1
1180,31.32,42.8,4,55.73671548,4.310982462,-1.803013705,-0.218680467,1.4764751,0.0,1
1181,99.793,176.822,4,69.58536438,12.21179975,-8.801826298,-0.54337828,6.82543133,0.0,1
1182,48.06,128.5,6,87.39339121,10.81696143,-5.8562472,-0.48024981,6.03758261,0.0,1
1183,71.047,112.744,2,32.12605775,3.868788489,-6.227478455,-0.406944532,6.80837283,0.0,1
1184,38.5,78.867,2,39.29594612,9.753187214,-4.60668835,-0.27322561,4.74001064,0.0,1
1185,89.993,226.656,4,63.74540838,10.20162188,-9.110773158,-0.377966703,6.01746552,0.0,1
1186,69.66,96.5,6,137.9898196,8.096961772,-6.518770785,-0.399001612,7.91779994,0.0047,0
1187,37.24,77.467,2,39.94887605,9.496984464,-4.607587675,-0.266779905,4.78681056,0.0,1
1188,83.54,121.533,4,62.88442534,7.976664601,-5.104863745,-0.308465468,5.36866779,0.0,1
1189,22.673,52.022,5,99.51892323,5.322225451,-3.189141016,-0.365544222,3.86312987,0.0,1
1190,22.64,57.033,4,108.0213629,7.691879012,-4.69960033,-0.500384581,7.75643137,0.0,1
1191,59.6,138.233,4,67.87238163,11.84601045,-5.936196663,-0.905683088,4.95818924,0.0,1
1192,45.92,108.733,6,81.58729215,11.82206284,-4.811833257,-0.445206043,5.5818137,0.0,1
1193,11.48,23.167,12,538.8964312,4.848399444,-3.223653363,-0.607812785,3.06096002,0.0,1
1194,241.433,254.022,3,29.56947201,11.23773173,-8.78987715,-1.017886293,8.05107642,0.0,1
1195,25.187,67.978,12,230.8337275,6.372603327,-4.090821316,-0.393811441,4.84088821,0.0,1
1196,117.54,240.9,8,108.0349057,10.60684761,-9.521162875,-0.498624777,7.1156651,0.0,1
1197,18.4,34.867,2,35.98053074,9.577772367,-1.480105735,-0.373804119,2.44279771,0.0,1
1198,17.4,51.3,4,104.5651157,12.35624896,-3.133570688,-0.21598611,6.26669011,0.0,1
1199,65.92,90.367,2,41.85742876,7.675357749,-6.08089015,-1.070845477,5.69651119,0.0,1
1200,33.4,108.767,6,96.80685512,8.861108531,-5.724041412,-0.276981707,6.3925,0.0,1
1201,29.967,43.711,16,475.3157031,8.597486249,-3.548268076,-1.037637436,3.97906143,0.0,1
1202,120.1,132.067,6,60.84319135,6.10117601,-5.0050966,-0.229387707,4.21067388,0.0,1
1203,47.82,171.1,4,62.18333937,12.68026113,-8.933882628,-0.401129215,5.29590199,0.0,1
1204,51.527,75.511,16,398.6867944,7.321135247,-5.573883565,-0.642910491,4.37084729,0.0,1
1205,53.093,119.589,24,305.6870879,6.55890801,-7.110712056,-4.485065973,-0.14128631,7.8031,0
1206,-4.64,4.267,10,137.1559286,1.695783244,-6.298561016,2.037933909,2.39475309,0.0,1
1207,67.433,173.356,11,168.5910653,8.294092809,-10.38422485,-3.707157601,5.39388023,0.0578,0
1208,40.12,77.567,14,394.1525082,10.12053871,-7.578945251,-0.380340253,9.41472981,0.0,1
1209,83.46,112.7,16,275.5006481,6.839789409,-5.576262722,-0.304844469,5.88720277,0.0,1
1210,21.62,36.633,2,37.40551869,2.579080539,-4.44685948,-2.935920523,-2.78604692,5.9494,0
1211,74.627,54.911,4,46.24711894,3.015250988,-6.23971481,-3.869711627,-1.26166888,7.4203,0
1212,32.74,62.267,14,430.8291385,7.26338808,-5.638438716,-1.144211081,5.44846394,0.0,1
1213,54.04,84.167,13,213.2214679,3.268708878,-4.41114895,-0.11941356,7.70537358,0.0,1
1214,45.987,79.111,14,311.8106234,6.332617334,-7.460917009,-1.134122576,4.2766687,0.0,1
1215,52.52,103.033,14,317.7833398,10.59470196,-8.266473037,-0.764943944,8.89432675,0.0,1
1216,200.707,217.111,20,193.7057414,9.644828325,-8.109814952,-0.508019534,10.40772114,0.0,1
1217,36.1,53.167,2,23.88902626,2.918620457,-4.555515685,-2.938513555,-2.0912328,6.204,0
1218,25.02,73.9,12,305.5951268,9.574042148,-3.917216083,-0.073254589,6.51986421,0.0,1
1219,60.98,116.733,14,284.8912067,9.768651658,-8.900361483,-0.967870046,10.30334916,0.0,1
1220,30.793,42.989,16,432.7852624,2.184300966,-3.746294119,-0.458299933,3.47737053,0.0,1
1221,58.913,88.222,14,231.6567303,4.02968472,-7.557427596,-1.300639357,6.00240325,0.0,1
1222,34.58,73.833,6,87.64487199,4.759927414,-5.899077493,-4.061593697,-0.09800426,5.9375,0
1223,33.24,98.4,2,42.31190991,10.55381728,-5.788862655,-0.89552833,3.89571858,0.0,1
1224,71.793,198.122,8,76.81361933,8.218509329,-6.47881926,-0.059593019,8.15671476,0.0,1
1225,44.76,64.5,2,54.53000844,8.730247619,-5.212663345,-0.85695829,6.23307509,0.0,1
1226,60.38,88.433,2,39.15499533,5.083930931,-6.386002385,-0.89020863,5.88176621,0.0,1
1227,76.54,173.267,8,149.0855366,8.921204195,-8.93364846,-0.32541937,6.95081724,0.0,1
1228,23.64,71.2,2,51.11887508,11.67845112,-2.95477561,-0.485752377,3.79519776,0.0,1
1229,46.787,107.178,5,74.40625602,7.45394823,-5.321432126,-0.454985527,6.12520908,0.0,1
1230,148.28,167.467,3,36.28086684,8.427080185,-6.54985924,-0.561335779,4.94812968,0.0,1
1231,79.827,222.744,16,146.3140082,8.48422219,-6.267797628,-0.262847175,8.20622743,0.0,1
1232,93.727,162.544,4,70.96032584,7.854668477,-8.056706843,-0.67649512,6.17418946,0.0,1
1233,67.527,97.744,6,133.0593715,9.272008234,-5.128651422,-0.638634657,5.7605962,0.0,1
1234,74.18,124.033,6,125.6607199,3.252428335,-5.502250538,-0.375178029,2.69661608,0.0,1
1235,65.753,132.822,4,56.45960079,6.553558171,-6.133154735,-0.135805392,6.65960882,0.0,1
1236,111.56,271.433,3,42.91163411,16.07491375,-8.109989403,-0.413265781,10.10705763,0.0,1
1237,31.14,109.7,3,64.52897028,11.05594929,-5.919609913,-0.300417283,8.63689996,0.0,1
1238,50.36,74.133,6,125.4964601,5.136015621,-4.938927495,-0.464180557,7.93485577,0.0,1
1239,34.76,187.333,2,22.71859434,8.389325236,-7.8058413,-0.016671797,5.47262494,0.0,1
1240,191.393,254.122,10,98.06714711,5.907691552,-8.844793895,-0.722693545,6.98039375,0.0,1
1241,55.88,137.133,4,70.89158046,10.76025939,-6.200387288,-0.832203641,6.87680042,0.0,1
1242,59.72,100.733,2,43.10233186,12.05657618,-8.566716785,-0.591452578,9.92377715,0.0,1
1243,95.287,144.844,10,178.9808395,10.97819182,-8.914492006,-0.770051376,6.47767337,0.0,1
1244,87.127,138.144,16,245.6685689,4.374481683,-7.712583147,-0.743406375,7.39430384,0.0,1
1245,36.413,84.856,3,62.48036612,10.11696952,-3.751269037,-0.335428744,3.50789934,0.0,1
1246,67.0,84.267,4,68.30791227,3.060593392,-4.84723031,-0.454931161,6.85653516,0.0,1
1247,57.433,178.656,5,89.37504507,12.4975085,-7.517823696,-0.147487872,5.56798434,0.0,1
1248,163.46,284.133,4,61.3055076,20.45397192,-9.935187858,-0.817064965,8.71590248,0.0,1
1249,51.0,133.4,6,85.2413108,11.39036699,-5.878428557,-0.518020597,5.97278512,0.0,1
1250,69.7,272.167,8,71.56231406,6.126142194,-9.63873776,-0.643966562,7.73804263,0.0,1
1251,87.1,126.867,12,266.9662306,11.08235922,-6.191815383,-0.35382231,8.08577755,0.0,1
1252,37.2,95.9,2,51.68615982,10.18401194,-8.61740498,-1.223744236,9.57626167,0.0,1
1253,69.04,153.3,6,79.34076485,8.002759447,-6.213235152,-0.318709399,6.50155335,0.0,1
1254,59.28,88.8,2,51.9942967,5.464084558,-7.173811125,-1.500615294,7.10651623,0.0,1
1255,138.74,285.2,4,45.37983702,13.19652425,-8.618492708,-0.047721804,6.61041322,0.0,1
1256,36.54,67.4,2,57.88608753,8.321902616,-5.36098766,-1.485941293,6.52077974,0.0,1
1257,36.04,121.867,2,38.83754334,11.45159565,-6.888482155,-0.915123785,4.60232649,0.0,1
1258,30.78,58.6,2,47.58774411,7.529099363,-3.318883625,-0.329718752,2.94851421,0.0,1
1259,30.16,74.367,2,46.91717936,9.569137885,-4.053743095,-0.334071673,3.75549057,0.0,1
1260,48.907,85.011,6,145.0848539,9.660058548,-6.5437868,-0.472056297,8.01981282,0.0,1
1261,50.34,104.0,2,52.37429924,9.860264209,-7.240276065,-1.785391201,7.64990995,0.0,1
1262,53.507,91.144,4,88.21455415,6.386072298,-6.567678438,-0.555431809,7.44055887,0.0,1
1263,45.3,64.6,2,53.7498651,8.928903162,-5.18382134,-0.835461315,6.24496066,0.0,1
1264,16.0,28.267,2,72.96965605,7.689831776,-1.644358745,-0.533031092,2.47520679,0.0,1
1265,39.42,221.9,4,44.28125134,7.335734032,-7.915306687,-0.206461272,7.69891988,0.0,1
1266,51.46,143.367,6,87.55690044,11.10732065,-6.508149462,-0.262287425,4.56346379,0.0,1
1267,61.493,77.856,3,67.89133237,6.83774506,-4.587080673,-0.590653607,5.26957469,0.0,1
1268,100.16,221.933,4,56.39475164,10.24413867,-8.567275645,-0.236562763,6.74221841,0.0,1
1269,53.12,126.233,2,31.0261824,5.560204558,-7.091025115,-0.370631665,4.95127863,0.0,1
1270,104.987,188.578,4,44.56555989,8.535536783,-7.1923023,-0.067223355,6.83864477,0.0,1
1271,41.733,104.822,3,63.91104791,7.543005592,-6.750278853,-0.107626432,4.21032925,0.0,1
1272,32.84,65.733,2,43.9159388,8.70953576,-3.27164524,-0.350569,3.01547438,0.0,1
1273,116.42,196.5,2,27.81342754,14.98115998,-7.502573155,-0.23199589,6.72760577,0.0,1
1274,58.153,83.422,4,87.29615242,9.126671692,-5.448071075,-0.852697743,5.01839469,0.0,1
1275,41.6,60.833,2,63.23093653,7.146278635,-5.69075174,-1.266958053,4.97135815,0.0,1
1276,49.78,135.167,3,39.06735987,4.882255269,-5.89628718,-0.352696267,10.02070622,0.0,1
1277,107.06,156.033,12,213.7813581,10.81697078,-6.565156688,-0.492093226,6.07634959,0.204,0
1278,159.287,215.744,2,13.69106765,3.033562473,-7.43996461,-3.096913822,2.40466533,6.8477,0
1279,100.833,138.189,11,163.8814843,5.103490179,-6.017706868,-0.335747144,8.35890827,0.0,1
1280,44.06,88.133,6,88.00177874,2.946446492,-5.984803265,-4.04195066,-1.11925886,6.2538,0
1281,160.613,237.889,11,136.612715,7.505664635,-10.2492477,-0.544596999,6.95372752,0.0,1
1282,33.287,49.844,20,409.3704138,5.530752451,-6.767462179,-0.808696305,4.13862885,0.0,1
1283,53.96,77.4,16,390.9942178,7.616988353,-5.568676594,-0.654940558,4.36212825,0.0,1
1284,82.773,124.389,15,212.7591774,4.031553321,-5.466950553,-0.276990867,7.87858887,0.0,1
1285,95.833,153.089,18,301.8966801,6.358121646,-8.105811679,-0.642348938,7.65666611,0.0,1
1286,44.773,74.489,10,107.3064405,3.227720226,-5.199965147,-3.468516698,-1.17507579,7.0813,0
1287,12.48,28.0,18,245.4238419,2.980730157,-5.550988011,-3.427100263,-2.31813997,7.1895,0
1288,42.193,166.422,12,154.2891899,8.641219889,-7.771411182,-0.250211945,4.96793269,0.0,1
1289,34.413,69.589,12,100.9482654,2.430922921,-6.829637268,-2.181874374,1.59797028,3.7449,0
1290,66.733,176.889,32,413.5971636,7.546855894,-9.920330235,-3.429687346,1.33249733,3.5438,0
1291,154.767,222.644,28,227.1110094,3.713486082,-7.784690903,-3.353645279,5.01666759,6.1177,0
1292,-13.5,38.1,36,423.7810529,2.571839401,-6.896944094,-1.523752761,-0.25897535,3.6398,0
1293,21.293,35.556,12,352.6752351,7.676916595,-3.46891411,-0.355637181,5.15467587,0.0,1
1294,59.32,173.067,16,191.8910877,7.32671132,-6.18148704,-1.514987021,3.85709636,0.0,1
1295,22.193,41.956,28,334.6033236,2.600168592,-5.271756891,-3.267416988,-2.86655015,0.0,1
1296,31.707,56.044,10,128.6407141,2.709994855,-5.25184552,-3.333642968,-1.54304127,5.8908,0
1297,51.12,78.0,5,62.97202846,3.174844985,-5.236904424,-3.547881244,-1.50326687,6.9537,0
1298,18.013,29.689,12,136.8432238,2.664623876,-5.841914451,-3.233942295,-3.27112384,7.8463,0
1299,10.327,22.411,32,891.8023619,2.208309268,-5.043938453,-1.423825656,0.49847201,1.46,0
1300,111.04,189.867,42,408.7704954,3.467535707,-7.490509631,-3.365054409,4.68021427,4.5897,0
1301,55.78,98.567,17,410.1320667,9.580581531,-5.997804642,-0.161002758,7.27332424,0.0,1
1302,31.74,53.8,5,88.37611824,3.429846023,-5.46258844,-3.718474269,-2.27993741,6.3971,0
1303,60.273,132.389,17,302.1160942,10.65363863,-9.339595561,-0.922009018,6.07136862,0.0,1
1304,36.94,96.567,28,490.4715895,3.893978069,-6.621610451,-1.416468998,5.69510483,0.0,1
1305,14.9,29.867,40,618.5928767,4.210541004,-6.260398931,-3.514506101,-3.08014333,7.1493,0
1306,44.753,80.622,5,50.60791852,5.371420069,-7.50927637,-3.118300847,5.6332841,2.3831,0
1307,23.347,56.811,10,238.4304914,5.773115877,-7.022248309,-1.785027875,5.09234009,0.0,1
1308,41.527,64.778,18,194.0600654,3.749541799,-6.279265909,-3.630997002,-1.52327577,5.4812,0
1309,85.66,160.4,12,138.7844977,6.275106625,-8.474874938,-3.513578911,2.1234259,5.9196,0
1310,106.213,182.589,20,224.0997377,4.029259414,-8.50508214,-3.556850533,3.09815529,2.3053,0
1311,134.22,191.1,11,112.7307675,8.476663527,-6.636743345,-0.586543501,6.50844046,0.0,1
1312,61.967,197.711,20,213.7515027,6.683927318,-8.525620271,-3.621874047,10.6471789,0.0,1
1313,83.36,158.567,12,140.632782,6.137642879,-8.47353458,-3.50979021,2.10190158,5.9209,0
1314,51.027,81.744,36,395.3564987,2.520903415,-7.388448125,-3.010456419,0.84338985,5.1311,0
1315,15.16,38.267,36,466.466909,3.013457493,-6.911085599,-1.573017202,-0.47649874,3.7142,0
1316,17.907,32.011,36,768.6344426,2.424028941,-3.409694819,-0.356854614,2.29068683,0.946,0
1317,49.853,103.922,12,143.0005585,6.224358022,-7.438685832,-2.982074894,0.58431861,0.0,1
1318,24.793,47.856,10,149.8028574,2.526405898,-5.597712749,-3.42082087,-2.46490377,5.5912,0
1319,30.46,80.767,14,250.2161421,3.950808665,-6.349802953,-1.048140379,4.26717719,0.0344,0
1320,80.127,173.978,5,61.7926742,7.532249004,-6.932980098,-1.796160059,5.55236495,0.0,1
1321,56.32,98.667,17,410.9132858,9.548892724,-6.005252235,-0.167699861,7.33452506,0.0,1
1322,44.973,109.222,12,196.6469162,6.728742713,-5.239911308,-0.621110177,5.15923969,0.0,1
1323,79.5,153.267,12,134.5271786,6.267958839,-8.394307856,-3.421903947,3.41550404,5.5221,0
1324,58.487,159.444,14,162.0528492,6.872217609,-6.70348903,-2.024443942,4.1778287,0.0,1
1325,11.3,25.633,36,541.9692283,3.202838414,-6.95498729,-1.59142095,-0.95854967,3.6327,0
1326,41.147,69.378,18,264.690606,2.562238097,-6.988515551,-2.667048119,0.15006781,5.674,0
1327,47.74,82.867,13,228.7683362,3.847126158,-6.798406845,-1.224920749,5.1110585,0.0,1
1328,19.08,41.3,28,322.2548953,2.26612295,-6.275138835,-2.312131628,-0.57835903,6.1674,0
1329,62.173,122.722,12,159.6778862,4.905955655,-8.432497097,-3.435669912,1.86943563,5.4684,0
1330,120.32,232.367,12,128.0788453,7.015947118,-9.517928708,-3.656385058,3.32290175,5.07,0
1331,10.027,16.344,28,476.4796806,3.647979217,-4.711926263,-2.738912023,-1.54827002,5.2046,0
1332,25.233,46.522,48,1101.36166,3.837545133,-5.804533226,-1.372288547,2.96274713,2.1702,0
1333,11.373,21.489,36,1121.508969,5.007771469,-4.142685658,-0.715230637,3.7981721,0.6849,0
1334,35.333,50.456,44,495.2861117,3.097018062,-5.543968883,-3.516238905,-1.17908264,6.7237,0
1335,92.893,153.389,64,712.4933819,3.021311,-8.029456724,-3.323217568,3.80146919,4.1102,0
1336,77.4,125.5,16,249.9964633,4.394701872,-7.252155486,-0.725480008,6.40423185,0.0,1
1337,32.32,46.9,30,460.1778559,5.372300844,-7.308547841,-2.468958221,1.68417154,3.3407,0
1338,29.807,58.078,18,253.3850666,5.137987306,-6.236324328,-3.844348479,-1.3519109,6.255,0
1339,31.047,42.944,3,86.48643672,3.515384503,-2.8354141,-0.296930172,4.31477066,0.0,1
1340,72.533,126.822,44,475.5252552,3.108633957,-7.409676555,-2.98658691,2.40120306,5.1351,0
1341,41.233,52.122,12,273.1454489,2.248583051,-3.423066138,-0.412666817,4.41301058,0.0,1
1342,81.367,155.444,12,142.3494187,6.006926605,-8.474121468,-3.506314102,2.17686328,5.8933,0
1343,124.227,160.578,12,116.0850607,3.007724821,-7.619725048,-1.324884431,5.43712886,5.0143,0
1344,88.28,163.0,12,137.0711545,6.394131774,-8.468254043,-3.522271914,2.19876488,5.9394,0
1345,87.58,108.867,16,160.7584483,2.686992168,-7.275913987,-2.121557854,3.19439941,5.2544,0
1346,28.48,46.667,10,159.5532221,2.707312996,-5.707995066,-3.573528456,-2.54700789,6.7497,0
1347,21.44,41.333,10,188.799847,3.270871634,-5.545488998,-3.301905707,2.89097214,0.0,1
1348,41.927,72.378,18,218.1655293,2.861738338,-5.99731567,-3.871874294,-1.65215562,7.6316,0
1349,18.04,37.767,14,200.0280457,2.175749892,-5.415396561,-3.357589339,-3.5101608,6.8618,0
1350,53.26,102.133,10,110.9364036,2.760182613,-7.747362902,-2.573028584,1.59054842,4.9779,0
1351,33.54,53.7,10,140.5593832,2.860807676,-5.32666363,-3.450886348,-1.67955743,6.858,0
1352,36.187,64.244,36,449.2584758,3.48228647,-5.967025608,-3.876707168,-2.05259133,7.3233,0
1353,10.553,41.122,14,207.5982322,2.273292541,-6.155285165,-2.306352804,-0.39325344,5.3221,0
1354,52.133,79.222,9,102.6953946,2.488958455,-6.944874228,-3.174691948,-1.45261855,6.0524,0
1355,38.96,65.533,5,82.75522707,6.330779234,-5.545737274,-3.894821423,-2.74841149,6.5181,0
1356,94.713,170.222,24,255.5519545,6.341466749,-8.314688613,-3.590040073,2.43544462,5.0859,0
1357,72.027,101.911,20,352.5636594,4.992891245,-7.515955811,-1.292862599,5.98380239,0.0,1
1358,101.453,123.756,10,148.2699844,3.939760618,-6.542777995,-0.281526496,8.47275225,0.0,1
1359,48.993,77.689,9,118.1625014,2.81479262,-6.929215004,-3.173462155,-1.36922469,6.0052,0
1360,37.587,66.511,12,258.5380212,3.842260283,-5.840606825,-0.534830164,5.35666697,0.0,1
1361,19.967,58.778,16,458.0416354,9.328582534,-6.245159795,-0.496611649,3.87389574,0.0,1
1362,56.033,124.722,16,204.3530956,6.739734972,-7.059526566,-4.446270807,-0.70211217,7.7298,0
1363,76.893,165.889,10,117.6892909,6.596938601,-8.749382555,-3.54130087,1.29633671,4.2791,0
1364,67.66,163.367,16,200.16718,7.812575973,-6.106877653,-1.479890936,3.40922497,0.0,1
1365,4.64,24.933,16,266.6885828,3.063381778,-6.253813729,-3.418741505,-4.32123384,5.0254,0
1366,56.387,81.544,24,357.3641219,2.237215097,-5.86987035,-1.615956223,0.61611323,0.2997,0
1367,61.987,104.878,8,84.72436341,2.862343996,-6.91044499,-3.031005179,2.02386337,5.1897,0
1368,28.44,55.8,18,189.461428,4.045316817,-4.994091081,-2.477310258,-0.81663427,0.0,1
1369,46.893,96.222,11,148.0739258,7.033387408,-6.810331309,-4.431924261,-1.04339045,7.2347,0
1370,34.507,57.811,18,179.636517,3.707026957,-5.230276246,-3.018082091,-2.39751646,5.5194,0
1371,90.72,169.967,12,191.8558782,10.83607675,-7.811265313,-0.95713569,6.87207362,0.0,1
1372,14.273,48.689,16,423.6448276,3.332915257,-4.108995369,-1.108326043,3.88864381,0.0,1
1373,200.693,289.189,10,77.17491168,6.123945772,-7.861651258,-0.615571422,8.26970993,0.0,1
