e_form,s_modulus,b_modulus,gap opt,nsites,volume,density,uepa,epa,fepa,efermi,band_gap
-0.147,12.353,20.889,1.0366,12,344.3603645,3.435265066,-4.37582298,-4.711156313,-0.505658984,0.11931449,1.3165
-0.625,21.333,32.122,2.0673,10,249.7122488,3.885600648,-4.105179354,-4.388379354,-0.888115956,1.85054648,2.0382
-0.663,6.047,11.744,1.3824,11,376.3799538,3.904936466,-2.924886516,-3.313250153,-1.162313744,-2.18994691,1.5762
-0.387,6.327,11.578,0.9986,11,471.9229702,4.437395235,-2.566842299,-2.842478663,-0.74947824,-0.18774533,1.4176
-0.794,6.867,10.111,2.9881,16,552.7467605,3.718367562,-2.821774613,-3.222274613,-1.300479359,-2.39955459,3.3559
-0.458,6.527,9.511,1.971,16,713.5099373,4.193170784,-2.399912189,-2.684162189,-0.822113421,-0.37045574,2.3721
-0.98,24.187,39.611,0.7897,11,289.0474349,6.51603863,-5.585091725,-5.97063718,-1.372366174,2.37161787,0.8133
-0.289,11.7,22.733,0.1626,16,395.4250028,4.31560001,-3.521105698,-3.910605698,-0.675714127,1.72737994,0.5841
-0.153,8.447,14.344,1.5044,34,924.8870976,3.188472669,-4.512520471,-4.778814588,-0.396403056,1.14339347,1.723
-0.272,20.907,33.478,1.1925,10,304.8783184,4.769741105,-3.988163495,-4.241363495,-0.521201187,4.11685656,1.2504
-1.484,6.633,7.589,0.0025,6,117.4196541,4.183165069,-6.15735969,-7.230693023,-1.846438186,1.18141926,1.6129
-0.843,21.2,28.533,0.0058,3,97.07335924,7.418710895,-6.237331177,-6.51866451,-1.104064238,4.09001055,0
-0.459,24.407,40.978,2.0439,10,226.0380642,2.829460589,-4.221997902,-4.523797902,-0.707318759,2.35090873,1.98
-0.239,20.973,31.422,0.0866,5,358.6964422,3.707019181,-3.043800664,-3.297000664,0.125178524,0.98395496,0.4617
-1.084,8.367,16.511,1.6098,12,559.9550352,3.5412131,-2.679365479,-2.820032146,-1.118574133,0.45092439,1.7451
-3.244,60.5,196.6,2.0233,36,459.9689447,3.459893087,-8.802742109,-9.260742109,-3.331118963,1.31358721,1.7255
-0.371,35.847,62.278,0.0102,3,77.70456549,9.622525631,-4.51619602,-4.797529353,-0.678280984,7.28746209,0
-0.409,13.76,37.833,0.8332,6,194.4823398,6.147822609,-2.378784255,-2.589784255,-0.556686428,2.84330768,0.2561
-1.084,5.32,13.267,1.8872,12,559.9550352,3.5412131,-2.679365479,-2.820032146,-1.118574133,0.45092439,1.7451
-0.258,89.693,220.589,0.0036,16,182.0974764,6.629144375,-7.710927916,-7.684302916,-0.356045399,8.10397613,0
-3.419,96.913,178.356,1.9061,5,59.90045031,5.086511724,-8.024930902,-8.437130902,-3.552120581,3.31488289,1.772
-0.002,220.027,281.044,0.0352,4,41.13742607,1.939278995,-9.220297158,-9.220297158,0.008368335,3.9958426,0
-0.821,33.773,54.522,0.0085,3,70.34849266,7.998797584,-7.097353643,-7.41202031,-1.128820115,3.38048023,0
-1.959,55.567,238.944,0.0003,3,39.1987923,5.419742881,-6.992355207,-8.51768854,-1.604679363,3.639974,0
-0.526,41.52,102.067,0.0045,4,57.04755843,4.893697272,-7.346262678,-7.597762678,-0.703014009,7.62684263,0
-0.451,18.927,34.411,1.7337,10,230.0018155,3.459377514,-4.154463506,-4.456263506,-0.707155133,1.91434382,1.7562
-0.38,42.76,65.1,1.0734,12,270.652953,8.445299726,-6.577654327,-6.892320993,-0.413537613,4.47556858,0
-1.42,34.62,47.867,0.0354,3,47.231478,3.937530683,-5.37870821,-5.714041543,-0.324577627,8.07721464,0
-0.699,45.473,51.322,0.0002,3,152.2035921,1.746361467,-7.23705755,-7.572390883,-1.199540935,-1.80012561,1.6606
-0.798,29.3,43.567,0.0042,3,70.34849266,7.998797584,-7.097353643,-7.41202031,-1.128820115,3.38048023,0
-0.606,61.353,88.156,0.0067,4,87.21928478,6.681316159,-5.885027193,-6.096027193,-0.576628238,8.31983161,0
-0.847,65.713,96.456,0.0073,4,98.5802545,7.371979359,-6.46981439,-6.68081439,-0.835311128,7.52078469,0
-0.219,17.58,34.3,0.008,4,60.77522121,7.522106668,-4.875041618,-5.111041618,-0.473017539,7.07737837,0
-0.861,30.433,51.489,0.0098,12,281.0691473,5.927466703,-6.523169558,-6.837836225,-1.140126893,3.59946985,0
-3.245,60.353,196.122,2.0285,36,459.9689447,3.459893087,-8.802742109,-9.260742109,-3.331118963,1.31358721,1.7255
-0.281,25.087,39.878,0.0037,20,413.3330344,2.9409844,-5.508563875,-5.810363875,-0.551829212,3.70589957,0
-3.352,97.22,139.667,1.7486,30,402.919428,5.766285732,-8.008401784,-8.420601784,-3.489695166,2.81268958,2.0811
-0.368,45.507,82.411,0.0009,4,87.21928478,6.681316159,-5.885027193,-6.096027193,-0.576628238,8.31983161,0
-0.241,29.847,43.444,0.7645,12,329.4481332,7.07949603,-5.971339583,-6.252672916,-0.54191895,5.99817717,0
-0.301,19.44,59.667,0.023,4,75.78963684,5.738455259,-6.876991575,-7.112991575,-0.538512101,5.05127928,0
-0.585,79.173,123.322,1.5221,12,124.972927,12.06916954,-5.705843972,-6.163843972,-0.842340391,5.36576793,0
-0.87,34.387,65.344,0.0065,3,62.90299332,4.145510891,-6.86945438,-7.204787713,-1.080052789,5.27891959,0
-0.238,2.987,34.678,0.3246,10,264.2688582,4.364013947,-4.631756224,-4.914956224,-0.543102629,3.00578379,0
-1.65,125.06,199.4,4.4736,2,20.83454669,3.266813167,-7.42358863,-7.60408863,-1.563053253,5.87272095,3.3056
-0.243,25.88,117.767,0.0324,4,60.77522121,7.522106668,-4.875041618,-5.111041618,-0.473017539,7.07737837,0
-0.334,20.747,37.678,0.1131,3,82.90705271,5.540601276,-4.00622805,-4.320894717,-0.653763113,2.70440502,0.7018
0.1,522.66,437.4,4.4572,4,41.13742607,1.939278995,-9.220297158,-9.220297158,0.008368335,3.9958426,0
-0.67,16.08,57.033,1.0556,2,41.74112021,5.74752285,-3.028602955,-3.280102955,-0.750433142,2.88539394,0.2793
-0.17,18.653,34.189,0.0027,24,641.0541416,6.365903808,-5.50868143,-5.790014763,-0.476795011,5.71917653,0
-0.482,18.867,29.744,0.708,4,201.833412,3.252571059,-4.139024993,-4.375024993,-0.622283326,0.46408728,0.8559
-1.056,11.427,24.011,3.0197,5,86.26040384,1.946267417,-5.861590152,-6.273790152,-1.416398151,-1.60971211,3.047
-2.901,44.047,39.411,5.9859,36,611.8792444,1.95670623,-7.908579324,-8.366579324,-3.260347506,-1.42411996,5.6779
-0.71,33.053,48.789,0.0339,3,64.55613549,5.372420106,-6.05021524,-6.364881907,-1.006305565,3.64142869,0
-1.008,17.867,27.444,1.7108,12,279.5516572,2.425776574,-5.644534603,-5.979867937,-1.26460609,1.7180751,1.942
-0.853,27.693,49.922,0.005,12,281.0691473,5.927466703,-6.523169558,-6.837836225,-1.140126893,3.59946985,0
-0.184,17.387,34.278,0.2992,80,2195.852993,4.315263003,-3.988386346,-4.271586346,-0.505313756,1.82036335,1.5033
-0.383,19.32,39.367,0.0041,12,283.675733,7.657786386,-4.259713718,-4.495713718,-0.627356851,3.38265636,0.0347
-0.819,70.487,110.644,0.1364,48,528.8629563,4.556127498,-4.247864635,-5.552864635,-0.328359934,1.92853453,0
-0.804,57.853,95.322,0.8424,48,528.8629563,4.556127498,-4.247864635,-5.552864635,-0.328359934,1.92853453,0
-0.178,9.373,14.522,2.2266,18,450.3317054,2.096048258,-4.852970718,-5.132415163,-0.428475234,0.80881289,2.5427
-1.021,25.273,44.722,0.0001,8,259.1535049,6.754096042,-4.55060606,-4.86710606,-1.317589782,4.95182011,0
-0.229,25.467,49.011,0.0012,12,329.4481332,7.07949603,-5.971339583,-6.252672916,-0.54191895,5.99817717,0
-2.604,21.54,48.1,3.443,100,2615.179249,4.867820766,-5.707633823,-6.051133823,-2.618301997,1.12803175,1.3299
-0.644,30.347,47.278,0.0045,6,144.3944388,2.670905159,-6.322024727,-6.65735806,-0.682042325,2.16578289,0
-0.671,38.593,58.622,0.9932,9,280.7526323,4.50443984,-6.618765928,-6.933432594,-0.987608239,0.62011339,1.4003
-0.858,29.32,51.4,0.0111,12,281.0691473,5.927466703,-6.523169558,-6.837836225,-1.140126893,3.59946985,0
-3.397,11.973,29.489,5.1265,10,217.3080146,3.509695882,-5.334554913,-5.611754913,-3.524060199,-3.21013003,5.8525
-0.415,44.267,70.978,0.7739,3,61.04357903,7.05127354,-5.13073249,-5.466065823,-0.684721472,2.92059357,1.5467
-0.245,190.727,213.278,2.3026,34,350.6689297,3.227780151,-7.498522516,-7.498522516,-0.171530755,10.08242574,2.0037
0.153,18.14,46.767,0.0072,2,50.47211227,4.793270593,-3.670483525,-3.670483525,0.207090318,7.01540374,0
-2.759,23.787,23.278,5.8914,6,97.76407299,2.071390333,-4.818114678,-5.128114678,-0.303842481,1.98663157,0.0182
-1.589,62.807,125.911,0.0156,4,72.07073375,5.681257574,-7.77560959,-8.02710959,-1.685034342,7.24716913,0
-0.58,71.16,120.867,1.4695,12,124.972927,12.06916954,-5.705843972,-6.163843972,-0.842340391,5.36576793,0
-0.821,33.507,54.411,0.0017,3,70.34849266,7.998797584,-7.097353643,-7.41202031,-1.128820115,3.38048023,0
0.028,17.08,48.067,0.0011,4,93.80052933,6.358734698,-6.433242343,-6.644242343,-0.246065661,6.30261843,0
-1.373,165.013,229.656,3.6453,4,39.93995665,2.06363571,-8.788562648,-8.969062648,-1.4611193,1.55211358,3.9617
-0.572,107.88,178.967,1.9434,100,1473.989325,4.716331234,-5.456433244,-5.636933244,0.04536223,3.23467891,0.1326
-1.121,13.6,33.8,1.921,6,124.9873338,2.073746215,-3.221099508,-3.388766175,-1.128266024,1.75280274,1.681
-0.853,8.593,20.956,1.5611,13,285.2630477,8.439962,-4.404570965,-4.721647888,-1.106317347,2.99907595,1.5633
-3.599,31.2,60.833,7.2483,54,1057.362116,3.492788301,-5.919222764,-6.227222764,-3.599793795,-0.4171321,2.7355
-0.124,14.8,32.467,0.0266,12,183.9964472,4.433847654,-4.926009208,-5.261342541,-0.57699707,7.86163695,0
-0.397,20.52,30.867,0.0078,20,445.1147671,2.717460661,-5.796527931,-6.098327931,-0.701394451,3.27931449,1.0298
-0.204,17.507,30.778,0.0169,10,244.9209521,4.376991035,-5.270124787,-5.553324787,-0.540714341,2.9138723,0
-0.135,16.747,53.311,0.0354,6,110.984956,6.088846146,-3.787947088,-3.955613755,-0.266209575,4.22390613,0.6382
-0.814,30.947,52.744,0.0094,3,70.34849266,7.998797584,-7.097353643,-7.41202031,-1.128820115,3.38048023,0
-0.97,24.187,43.578,0.0006,8,213.9712075,7.371130044,-6.377092798,-6.731092798,-1.286306687,4.60302631,0
-1.049,21.24,38.633,1.2228,7,182.8411187,3.579237883,-4.25254012,-4.522254406,-1.225814746,2.75526349,1.053
-0.706,47.12,73.333,0.929,12,229.4155268,4.694071105,-6.830594827,-7.16592816,-0.9547486,3.77618619,1.1885
0.447,28.267,56.411,3.3327,3,71.77788094,3.097364625,-6.334712177,-6.45504551,0.344193297,-2.21942105,3.6601
-0.965,41.813,56.656,0.0067,3,283.428061,0.674177146,-6.068893747,-6.40422708,-0.618625145,-3.66307897,0
-0.246,172.547,299.344,0.0059,6,54.77808054,7.127533197,-8.499865505,-8.499865505,-0.431720954,8.91057059,0
-1.045,26.073,39.989,0.032,8,194.6124176,7.088325819,-6.123874695,-6.477874695,-1.366643829,3.03292043,0.3171
-0.548,30.587,64.611,0.0067,9,183.7689373,9.58400163,-3.493100348,-3.493100348,-0.494702968,3.4687029,0
-0.221,54.693,126.489,0.0089,3,54.92730507,8.894127307,-7.71096966,-7.663636327,-0.282954303,10.72841894,0
-0.381,82.293,163.456,0.0007,4,64.41246005,6.38720568,-8.747052553,-8.747052553,-0.989748779,7.0762785,0.1162
-1.385,177.667,245.044,4.4598,4,39.93995665,2.06363571,-8.788562648,-8.969062648,-1.4611193,1.55211358,3.9617
-1.705,34.26,46.267,1.0728,3,69.47166295,5.799198856,-7.653718697,-7.98905203,-1.912355775,2.31448794,1.2237
-1.383,29.033,39.489,0.0663,3,78.74332003,7.094213797,-6.995010503,-7.30967717,-1.660006508,2.55171849,0.5342
-0.702,24.773,40.389,1.3454,8,179.06983,3.775576276,-4.234017296,-4.485517296,-0.903244352,1.57488932,2.0036
-1.357,28.187,45.744,1.206,8,172.4735478,3.608861479,-6.437456958,-6.814706958,-1.5754444,2.98805215,1.1133
-1.094,38.093,52.156,0.0533,3,62.90299332,4.145510891,-6.86945438,-7.204787713,-1.080052789,5.27891959,0
-0.439,26.46,42.267,1.1013,6,172.495049,3.520251332,-4.403654383,-4.738987717,-0.64483052,1.99787083,1.8648
-0.132,25.1,33.733,1.1839,12,187.2148351,3.194262966,-5.526971548,-5.526971548,-0.109663867,8.41388322,0
-0.229,25.32,49.1,0.0016,12,329.4481332,7.07949603,-5.971339583,-6.252672916,-0.54191895,5.99817717,0
0,30.487,41.011,0.0264,1,121.3016353,0.424010292,-1.89552785,-1.89552785,3.517774657,-4.18558948,2.0034
-0.346,28.107,42.711,0.0006,27,754.8696071,8.634822863,-6.41095977,-6.692293103,-0.644163297,5.96296059,0
-0.23,16.007,36.978,0.003,4,116.274669,7.305955686,-4.832844153,-5.043844153,-0.468268552,5.63136053,0
-0.303,24.547,37.678,0.0094,3,80.4866122,6.316080485,-5.431472727,-5.71280606,-0.589300108,6.00543936,0
-0.192,26.98,56.933,0.0062,12,257.5052655,8.102831473,-4.638261473,-4.919594806,-0.454618279,8.54514197,0
-0.464,24.573,42.356,0.0003,12,257.7236726,5.410040626,-5.977570089,-6.292236756,-0.743946614,3.61363256,0
-0.417,26.273,39.089,0.0058,9,249.2945476,6.95615988,-5.923744853,-6.205078187,-0.742439244,6.23010781,0
-1.881,47.933,94.122,0.0069,6,119.986148,4.235855751,-4.968370647,-5.30370398,-0.390580364,6.7103132,0
-1.058,42.127,66.144,0.6257,8,163.8763744,5.549090461,-5.606434209,-5.842434209,-1.238520887,4.74149725,0.5014
-1.241,70.48,95.567,3.3955,2,28.88072105,2.36179233,-4.99463759,-5.24613759,-1.308206224,3.64446235,3.1453
-0.443,40.173,142.856,0.037,4,74.68767195,10.10045644,-5.510926545,-5.762426545,-0.658634952,5.17995787,0.3848
-0.333,15.427,64.744,0.0015,4,84.84015557,6.219852396,-5.063535218,-5.299535218,-0.43017861,4.07238588,0
-1.775,35.247,51.011,1.2211,7,192.8981055,4.444698127,-4.611686987,-4.709829844,-1.706558511,2.53445874,1.1924
0.009,53.84,126.267,0.8317,2,31.35119943,6.823293876,-5.432642125,-5.613142125,-0.069052798,6.05292816,0
-2.436,36.633,113.422,2.4749,4,68.82721825,5.785143715,-6.958171348,-7.301671348,-2.611488466,2.25069583,2.4115
-0.023,6.753,16.122,1.4041,8,276.1004554,7.791374514,-2.475313714,-2.664813714,-0.291189539,1.29937864,2.0942
-0.539,9.567,15.911,1.6159,4,151.1195785,5.31221181,-2.604513838,-2.794013838,-0.681488797,3.52492482,1.3412
-0.425,7.807,18.011,1.5415,6,178.1105657,7.778129234,-3.417110367,-3.5744437,-0.608776529,1.13646767,1.7326
-0.519,158.507,204.611,0.7974,6,88.64966921,9.447313995,-7.87211903,-7.87211903,-0.520794882,7.98658127,0.8903
-4.176,94.74,194.7,4.8234,12,167.2038076,10.48884059,-9.530016199,-9.988016199,-4.218937642,5.4239996,3.5202
-0.512,9.4,17.967,1.0002,7,240.8587222,2.173400993,-2.908785737,-2.908785737,-0.408893528,0.36027274,0.8851
-0.203,5.06,30.433,1.26,4,141.950812,5.492736318,-2.458172833,-2.647672833,-0.494711656,1.31058614,1.3877
-1.767,9.207,18.411,4.5273,8,252.7857519,3.313603291,-3.201269395,-3.468269395,-1.969390995,-1.47033155,4.322
-2.239,36.393,72.689,1.7739,8,137.0708041,4.899800897,-5.021874369,-5.263124369,-2.303967129,4.70281359,1.5126
-0.787,19.42,30,0.7555,8,179.7356998,3.859589581,-4.062632868,-4.314132868,-0.883026301,4.83002358,0.1165
-3.614,98.94,139.4,3.5808,2,25.48911597,12.31534703,-6.52999764,-6.87349764,-3.630349144,1.20157094,3.4606
-0.436,15.507,25.811,0.0013,3,79.34406625,4.513257869,-4.355305607,-4.711305607,-0.852612983,2.12277628,0
-1.239,17.2,53.467,1.8305,4,73.93821923,9.863237874,-2.296186083,-2.527186083,-1.419606416,-1.1701719,1.7704
-0.782,43.82,92.733,0.091,6,131.633072,9.098690993,-5.230394592,-5.230394592,-0.691753605,6.94871125,0
-3.288,20.287,43.478,4.9062,6,154.4868365,5.078337568,-4.91423461,-5.24623461,-3.451740531,0.01544395,4.8824
-0.918,10.6,22.167,0.0672,9,139.885532,2.976893632,-4.842869997,-5.299536663,-1.329275157,-0.57940268,3.4152
-1.734,36.747,54.211,1.2212,7,185.362896,3.837983005,-4.75688256,-4.855025417,-1.636272912,2.6742856,1.2134
-2.298,22.747,38.478,2.8441,6,163.856987,4.758495657,-5.7002327,-6.072566033,-2.554997588,0.74650049,2.9329
-0.925,23.567,44.911,0.8761,8,238.309852,7.324300872,-4.346228388,-4.557228388,-1.12573973,4.30147812,0.8958
-0.889,106.447,144.111,0.8917,4,48.32136866,4.9453779,-7.733536375,-7.914036375,-0.889831329,3.92729328,0.8362
-2.445,39.627,111.478,3.6316,6,69.29227525,4.956090145,-3.989234593,-4.297234593,-2.603000745,-1.60507351,3.4592
-0.656,27.06,42.2,2.0565,8,165.1580659,5.025571148,-5.70580053,-5.95730053,-0.869650892,3.01692792,1.9231
-1.02,33.56,44.333,1.9611,6,74.11045541,1.730295273,-3.831752218,-3.994252218,-1.02413171,1.93683656,1.7617
-0.243,30.02,50.433,1.3217,4,96.24694833,5.132446066,-3.908991748,-4.004991748,-0.067703213,6.66910347,0
-3.239,40.18,83.933,4.6469,6,113.9587154,5.605913979,-6.883797813,-7.31746448,-3.458754105,2.18827316,4.7029
-2.072,10.98,18.3,5.0751,2,72.44443939,2.771692542,-3.35240788,-3.65940788,-2.244872514,-1.81796229,4.8388
-3.552,100.34,193.633,0.0048,3,40.55905315,11.05527685,-10.35488825,-10.81288825,-3.751292436,10.02742523,0
-2.596,27.9,63.5,3.2686,5,86.64313367,4.884729257,-3.95612982,-4.23332982,-2.705757673,-1.86367532,3.1745
-3.003,58.167,92.111,3.706,4,66.3139756,7.129688391,-6.58705786,-6.93055786,-3.070150284,1.3756589,3.6429
-2.364,36.84,53,2.5397,2,55.30731406,3.593405711,-5.0565377,-5.3080377,-2.39506604,1.8660166,2.497
-1.169,7.66,18.267,1.9785,12,424.1883252,3.178686511,-2.99846533,-3.166131997,-1.133625993,0.48808201,1.9681
-3.243,59.853,111.222,2.3161,5,93.28454801,7.328209708,-7.617745434,-7.986945434,-3.4216532,3.19540706,2.1358
-0.943,24.273,42.789,2.0744,7,159.2734127,3.991099701,-4.297512761,-4.584941333,-1.107708262,2.15172338,2.0244
-0.554,30.647,42.644,0.9378,6,145.0979564,3.10096161,-3.052502562,-3.052502562,-0.458020874,1.98868598,0.8396
-0.752,50.02,83.367,1.7939,4,81.97411556,2.347986071,-5.184592153,-5.184592153,-0.605152984,4.47993399,1.9533
-0.637,25,30.467,0.9294,4,78.45712262,3.3574294,-2.890522585,-2.938522585,-0.621179518,3.71593126,0.6796
-0.983,31.413,51.122,1.8476,4,83.63595571,4.009346842,-3.94824601,-4.19974601,-1.112968821,3.6897828,1.8377
-3.12,15.607,31.211,2.2694,9,150.798096,4.16056619,-5.543578097,-5.851578097,-3.236995098,1.98987754,0.2283
-2.008,28.413,43.356,2.254,4,113.4049765,3.574775068,-5.37459394,-5.62609394,-2.085042831,1.38579779,2.2688
-2.487,38.573,119.089,2.5872,4,65.99687487,6.187179739,-6.991676148,-7.335176147,-2.657383591,2.15193665,2.5136
-0.345,14.707,43.844,1.217,16,291.2837186,9.877796449,-2.919865539,-3.263365539,-0.638181001,1.05835725,1.3043
-3.233,57.86,109.8,1.3074,6,103.4081443,6.468957203,-6.586003787,-6.907670453,-3.31883213,3.90254988,1.2297
-0.38,19.813,25.989,3.9641,7,108.9082991,1.62432806,-2.729849136,-2.83213485,-0.347565975,-0.56652158,3.4385
-1.368,17.58,28.767,3.0625,6,141.371801,2.924113667,-3.51953986,-3.687206527,-1.345237591,0.84218721,2.8204
-0.255,112.493,138.222,0.0044,6,89.86017321,7.60188367,-6.193539033,-6.193539033,-0.264119693,6.37760901,0.283
-2.017,35.653,52.422,2.3589,4,88.12637099,4.79318369,-5.389013023,-5.640513023,-2.099727063,2.19000351,2.3245
-0.859,14.613,28.356,0.8637,5,163.3031155,5.373826944,-3.725577658,-3.894377658,-0.978669058,2.68098742,0.7917
-0.356,13.553,20.722,1.055,7,240.2763278,4.782126199,-3.640196043,-3.941624614,-0.626241596,3.75090219,1.0734
-0.584,23.687,38.144,0.947,8,188.2523774,5.182510056,-3.907624479,-4.159124479,-0.71505768,5.79500238,0.4359
-0.759,42.727,65.478,0.7675,5,102.3735747,4.54796189,-3.698108734,-3.698108734,-0.690991597,3.75989231,0.8286
-0.404,88.76,118.533,0.8256,3,28.78282869,4.982091078,-4.100581873,-4.220915207,-0.385861406,3.19062686,0.5187
-0.7,36.56,60.4,0.3117,5,104.4424662,5.099458018,-3.428630062,-3.428630062,-0.65996528,3.57802312,0.3873
-2.201,10.82,19.1,3.5349,8,216.3914704,2.322312633,-5.087611751,-5.548111751,-2.57859198,-1.3655892,3.8723
-1.606,11.573,24.322,2.0025,8,118.8088045,4.892570748,-3.458606099,-3.805106099,-1.823461755,-3.31879269,2.1117
-0.411,14.933,25.422,0.9422,7,181.9147079,3.235887093,-2.695265006,-2.695265006,-0.349495498,1.10790413,0.0365
-0.37,21.413,33.156,0.9904,7,190.9669478,6.219447311,-2.929776793,-3.17091965,-0.329611189,4.54987963,0
-3.34,31.927,65.878,2.2888,5,71.59547699,7.144120892,-8.080187806,-8.539787806,-3.538238733,3.9910763,1.7567
-1.719,26.953,43.622,3.9806,6,117.816822,3.497654151,-3.865272657,-4.12960599,-1.819353937,0.97004124,4.0447
-0.626,29.507,53.211,0.0372,5,121.58197,5.664468888,-3.222472064,-3.222472064,-0.588548822,3.04143828,0.2164
0.005,89.367,127.911,0.0419,6,130.0760425,11.07442702,-6.511265828,-6.511265828,-0.016142525,8.27410107,0.3447
-1.223,24.04,40.067,3.1308,30,906.9227954,1.649600305,-4.490725828,-4.792525828,-0.812425576,1.9048582,0.3766
5.282,-10.273,-9.489,0.0021,10,137.1559286,1.695783244,-6.298561016,-6.298561016,2.037933909,2.39475309,0
-1.156,15.76,25.667,2.1726,3,77.21356173,2.686924163,-3.108901057,-3.26623439,-1.219247035,0.07276857,2.0153
-0.969,16.793,28.489,1.2785,2,39.32193229,2.324926317,-3.18111417,-3.43261417,-0.70312659,2.36822875,0
-3.166,54.12,102.933,2.3229,5,100.3830123,6.497281982,-7.570909292,-7.940109292,-3.34988921,3.16114779,2.1691
-0.635,27.22,41.467,1.6401,8,164.6795372,4.152411843,-5.464812604,-5.716312604,-0.848222039,3.03951651,1.6574
-0.781,12.28,36.4,1.4205,9,238.780594,6.150666465,-4.782190239,-5.005745794,-0.925716064,3.0000192,1.3693
-0.8,28.067,42.444,0.9012,5,142.568626,3.869325094,-3.403608428,-3.480408428,-0.787575936,4.20916408,0.7931
-0.766,9.04,25.467,2.6543,8,233.2650352,6.565969587,-5.120664276,-5.372164276,-0.935725959,2.06561965,2.5325
-0.615,8.6,23.733,2.2366,8,252.8508832,7.2892569,-4.715788706,-4.951788706,-0.835619584,1.9849676,2.2527
-0.537,14.613,46.489,1.0572,8,188.3610972,3.650312446,-4.067837373,-4.319337373,-0.727510757,2.66010495,1.2441
-1.364,35.567,72.911,2.1894,20,382.8778408,8.083446368,-5.450032572,-5.546632572,-1.042423693,4.6861415,0.5305
-2.429,21.647,31.378,2.0713,8,111.9683331,3.863156525,-4.602861515,-4.949361515,-2.617567078,-2.32511834,2.0902
-1.18,14.367,31.811,2.1974,5,122.7447279,5.459037156,-3.462155248,-3.736955248,-1.305330061,-0.02172225,2.03
-1.04,35.587,48.144,1.1521,5,135.838993,4.104683992,-3.832610436,-3.832610436,-0.945056066,2.65369558,1.0689
-1.784,28.973,46.756,1.5992,4,90.88040626,6.025846419,-5.06315068,-5.29915068,-1.928362007,2.23313827,1.5729
-2.451,13.14,26,4.657,8,125.2407293,4.740151396,-4.80696678,-5.15346678,-2.687607244,0.40286621,4.4396
-2.301,65.84,111.8,0.0121,6,90.81177965,6.027965996,-5.952395815,-6.295895815,-2.39607334,3.05120574,0.2353
-0.957,17.633,55.856,0.9243,5,121.6190673,5.69619513,-4.03845019,-4.23965019,-1.068252854,2.6285523,0.8761
-0.227,6.2,18.767,1.0656,7,267.8769872,5.727425816,-2.021519524,-2.238090953,-0.5434827,0.97060761,1.1004
-0.05,6.82,11.067,1.5601,6,242.2460123,3.904236009,-2.881906568,-3.134573235,-0.347894833,1.00331229,1.9195
-0.149,29.88,45.9,0.1079,2,48.23913652,6.59143229,-3.550576195,-3.646576195,-0.068027564,5.54593337,0
-0.007,9.08,29.667,0.0022,2,51.30159978,10.20918077,-1.52280425,-1.52280425,0.004877797,4.68722795,0
-3.023,59.66,93.7,3.7825,4,65.43584265,7.267878191,-6.58363702,-6.92713702,-3.08970029,1.40979858,3.6636
-1.262,54.88,101.7,0.0653,8,87.45998043,3.891646758,-5.058383599,-5.401883599,-1.426506859,1.48402383,0
-0.884,194.593,194.489,0.0097,3,30.29169035,3.649688167,-7.40258911,-7.40258911,-0.838838228,6.06809415,0
-1.917,0.92,22.5,0.0005,6,101.8269704,3.339568495,-6.487909563,-7.488242896,-2.195199082,1.16428946,1.674
-0.498,18.233,30.622,1.6687,7,231.6403315,4.851529037,-3.462627959,-3.703770816,-0.705590102,3.050266,1.6245
-3.195,56.173,105.856,2.3138,5,97.5702734,6.798078463,-7.592977038,-7.962177038,-3.377060285,3.19007454,2.1511
-1.381,64.84,151.233,0.7878,16,227.8267809,6.110473609,-5.112744486,-5.456244486,-1.517737124,1.22675626,0.2884
-0.295,15.127,29.611,1.4228,8,220.1187053,6.516801718,-3.745293128,-4.145793128,-0.771413335,1.37217708,1.5604
-1.99,27.16,42.767,2.2049,4,120.223761,4.012481764,-5.31712276,-5.56862276,-2.06003787,1.49467309,2.2686
-1.62,121.107,165.378,0.1624,4,57.78737221,8.451732228,-8.45853325,-8.63903325,-1.559115167,4.64302131,0.3109
-0.36,16.773,28.389,0.7706,7,240.8814683,5.552410893,-3.137834336,-3.378977193,-0.616643672,3.73687029,0.8291
-0.45,14.587,27.211,1.1667,8,217.160682,5.239712258,-3.514083441,-3.914583441,-0.908735226,0.72983111,1.2584
-0.35,12.913,21.489,0.0316,6,216.3583999,4.338160463,-3.422143632,-3.550143632,-0.427343156,3.85547746,0.2153
-0.348,109.047,150.478,0.0886,6,101.2371077,8.231194674,-6.594670975,-6.594670975,-0.397124525,6.26836811,0.4492
-1.358,10.88,17.933,3.8506,4,164.0660948,3.034206921,-2.5750009,-2.7645009,-1.366555078,-0.20581542,2.9994
-2.688,64.32,115.167,3.339,10,117.2129183,4.189015426,-7.837432965,-8.249632965,-2.879574157,0.37990423,3.684
-0.791,52.947,181.211,0.9373,4,46.91270234,7.024418963,-5.957559753,-6.301059753,-0.961836762,4.17134387,0.6553
-0.295,34.28,74.133,0.0012,2,41.26056127,8.95340142,-4.60589193,-4.60589193,-0.239105545,4.79698592,0
-1.322,10.64,19.133,1.7163,9,248.1028407,3.873459858,-3.351183981,-3.760517314,-1.635692712,-0.39180719,1.9459
-0.073,14.667,33.944,0.0374,4,99.90537762,9.172416105,-3.485763623,-3.721763623,-0.336866884,1.75157638,0.2628
